dataset_id,window,sensor_scope,comparison_feature_set,feature_set,model_id,validation_scheme,month,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,1,1,1,,0.37796185119742276,0.37796185119742276,0.37796185119742276,,-0.37796185119742276,-0.37796185119742276,,
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,2,8,4,,1.7251578894774073,1.514893032491015,1.2239860807733902,-0.1704264584325892,-0.9028999921043198,-0.8245676541576277,0.6904761904761906,0.577347854353733
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,3,15,6,,1.8729842757656128,1.369598571476286,1.2392851503175688,-1.6351724366720526,-0.5192187014980548,-0.22038248386427517,0.5165328246658887,0.4277151301479293
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,4,18,6,,1.9954218816373972,1.5240122823080076,1.2185656589630665,-1.8312873613648435,-0.11516906154892352,0.061850362001949266,0.4175715612905621,0.39151984264084366
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,5,18,8,,4.059742035585731,3.0034673091479664,2.0534276084763863,0.5188532137526181,0.5433871730381046,-0.46403263220709023,0.8740970072239421,0.726906785599335
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,6,34,15,,2.5454850338431445,1.8599120993054232,1.331462322866925,0.3471570829834335,0.7757345537289694,0.7865146592086325,0.6550486300300326,0.6387628990393669
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,7,24,10,,2.142527518558007,1.770946034328093,1.6661878228096985,0.44069116726088076,-1.0507137780125817,-1.1285203109102924,0.6078260869565217,0.7595352387969525
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,8,29,13,,2.5277125961444127,1.8875763748036145,1.477407309143647,0.48885536150580966,-0.2655518731750961,-0.7222202423195938,0.8068965517241378,0.7184052302281443
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,9,19,10,,1.3248489105887284,1.0221914613462166,0.6971036627060982,0.5142379937686979,0.08745017338143758,0.028082287557889885,0.772268613177478,0.7529903313714921
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,10,11,7,,1.0142345513216866,0.7644210023635942,0.5296007389592816,0.06429109392064669,0.3425748187926079,0.23729627130617104,0.44647040662664117,0.4264335324065852
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,11,5,3,,1.7448060258336315,1.548542173603437,1.7889470232764157,0.10772019036291103,1.4258625952459636,1.7889470232764157,0.3,0.8492132077949462
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,12,6,4,,2.2218190472060466,2.0147400160811273,2.017907980740885,0.012296195906529417,0.6262709724931287,1.1569697732212731,0.23190841426097936,0.4347576587357418
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,1,1,1,,0.35850807308545996,0.35850807308545996,0.35850807308545996,,-0.35850807308545996,-0.35850807308545996,,
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,2,8,4,,1.6142450232923533,1.3128352626175972,1.1234059047936578,-0.024767505543525692,-0.7511323102207683,-0.43822095136793937,0.7380952380952381,0.630204278135225
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,3,15,5,,2.0485733603599128,1.5417811277197402,1.4431436337757955,-2.152418142137889,-0.5641133662296884,-0.08585305113207164,0.31814132453469957,0.3496974876621216
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,4,18,5,,1.9549713891974727,1.549073172613043,1.1030925735824442,-1.7176611214320427,-0.09883966016486832,0.44844886639813675,0.38346299316534294,0.38903461515415017
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,5,18,5,,3.971089173437133,2.9545317324791607,1.8615922479349871,0.539637445286119,0.4892988719693179,-0.2769058931432351,0.8679050567595459,0.7416267095398359
