candidate_key,model_id,feature_set,target_scale,validation_scheme,river,n,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
B0_F3_finalized:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,B0_F3_finalized,raw,leave_one_year_out,Lena,87,3.1729890214402343,2.3824420921712948,1.8139390645222297,0.46540361661183316,0.1703294450950946,-0.07380190751743321,0.6129846815546032,0.6895037600988039
B0_F3_finalized:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,B0_F3_finalized,raw,leave_one_year_out,Mackenzie,103,1.0988476689549664,0.8644107164601367,0.65083941982778,0.0037591581991173184,-0.179684904955833,-0.24859587554950302,0.5384406544879228,0.5512877848548426
B0_F3_finalized:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,B0_F3_finalized,raw,leave_one_year_out,Ob,87,2.4655869518507947,1.9939742548898376,1.624773384863218,0.15058791668183535,0.2022618496593917,0.041754950053462636,0.37858680636541214,0.415118977793336
B0_F3_finalized:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,B0_F3_finalized,raw,leave_one_year_out,Yenisey,87,2.0382093527931624,1.686412189027329,1.453564560541543,0.5100888866526134,-0.25041678971605635,-0.02229793651954637,0.5142232241121217,0.7654397935737896
B0_F3_finalized:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,B0_F3_finalized,raw,leave_one_year_out,Yukon,96,2.2636793877656913,1.6906261129253357,1.16483653166858,0.5295638171593609,-0.051760005888889536,-0.8466779427666871,0.8299336018677531,0.8012666916643167
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Kolyma,6,1.9431765911947638,1.5443832212328334,1.0915659893500582,0.6768657592010952,-0.20572301536431525,0.06217856695862234,0.6571428571428573,0.8265291943205513
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Lena,6,1.5606506440853853,1.2329441106001158,1.2100449667656679,-8.701627216900123,-0.36795856070628546,0.08743335807507746,0.6,0.3907852157747929
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Mackenzie,22,1.1365816902861166,0.9006841587044019,0.5873830625805923,-0.2999813893871712,0.5373483661454834,0.4110508999689384,0.5369847543760589,0.5975758565754055
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Ob,6,2.6021781293235677,2.3104367375216017,1.9162044636807516,-1.0754149120144652,-1.0329670950677674,-1.100628791499135,0.08571428571428573,-0.02346784060385505
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Yenisey,6,2.4908390247762715,2.2065430856385113,2.250978769764801,-2.8494016189795777,-2.2065430856385113,-2.250978769764801,-0.08571428571428573,0.4372628601357266
B0_F3_finalized:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,B0_F3_finalized,raw,leave_recent_years_out,Yukon,19,2.1763135225611996,1.6933442045161977,1.2448716547871213,0.5378333840254232,-0.22780438715009924,-1.0331712556352404,0.743859649122807,0.8265805189886846
B0_F3_finalized:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,B0_F3_finalized,raw,river_year_groupkfold,Kolyma,85,2.268314778114829,1.879725995802523,1.6713676498840222,0.43968163747751665,0.2677077942055059,0.3557874096415401,0.7772282862490046,0.7181608592260843
B0_F3_finalized:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,B0_F3_finalized,raw,river_year_groupkfold,Lena,87,3.176491278510098,2.400843154452295,1.8118206731371593,0.4642228200546442,0.29294172265079427,-0.011070037536828004,0.5891499835892293,0.693345855685676
B0_F3_finalized:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,B0_F3_finalized,raw,river_year_groupkfold,Mackenzie,103,1.1343009638521926,0.9028270927681756,0.730781407063847,-0.0615634613411391,-0.24037338130741956,-0.2794591815516232,0.5192031759429953,0.5425750891661626
B0_F3_finalized:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,B0_F3_finalized,raw,river_year_groupkfold,Ob,87,2.444498864497028,1.9835354685759485,1.72247192766108,0.1650557688719364,0.23894594268910263,0.08675511181243234,0.4073631955332169,0.431694545750641
