window_id,metric,river,analysis_cohort,n_years,year_min,year_max,value_mean,value_median,slope_ols_per_year,slope_ols_p_value,slope_ols_r2,slope_theilsen_per_year,kendall_tau,kendall_p_value,trend_direction,trend_strength,detectable_trend,confidence_caveat
discharge_centered_freshet,window_flux_TgC,Ob,core_2003_2024,5,2011,2021,2.2448317311901866,2.4373903562339487,0.08591526740064516,0.30024405375305824,0.3421092723642493,0.07089533159393571,0.19999999999999998,0.8166666666666667,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_fraction_of_annual,Ob,core_2003_2024,5,2011,2021,0.556223400718255,0.6204960142107607,0.010828908074549387,0.6018254843232451,0.1012377344349663,0.004250346994695457,0.19999999999999998,0.8166666666666667,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_start_doy,Ob,core_2003_2024,5,2011,2021,97.2,105.0,0.4251207729468601,0.8544941437625722,0.01311733100256792,0.05,0.35856858280031806,0.40538055645894233,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_end_doy,Ob,core_2003_2024,5,2011,2021,210.4,213.0,1.56280193236715,0.5070665616792214,0.15833586756053028,1.1055555555555556,0.39999999999999997,0.48333333333333334,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_peak_q_doy,Ob,core_2003_2024,5,2011,2021,142.0,143.0,0.41062801932367154,0.10667813029228766,0.634606938954765,0.45,0.5270462766947298,0.206507295485425,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_length_days,Ob,core_2003_2024,5,2011,2021,114.2,114.0,1.13768115942029,0.004805851194922423,0.9500847980265188,1.0,0.7999999999999999,0.08333333333333333,increasing,weak,True,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_flux_TgC,Yenisey,core_2003_2024,13,2007,2024,2.8892682055763435,3.07545243990685,-0.02227029780733167,0.47038304918510465,0.04835258007072934,-0.03959568333998401,-0.17948717948717946,0.4353804483839206,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_fraction_of_annual,Yenisey,core_2003_2024,13,2007,2024,0.7368753515867028,0.7540700219645279,-0.005941805726095086,0.0718134821742305,0.2650497755161207,-0.005430731061057429,-0.33333333333333326,0.12885137496248608,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_start_doy,Yenisey,core_2003_2024,13,2007,2024,128.92307692307693,129.0,0.14719527625474485,0.5892092882837885,0.027354180731046833,0.2792207792207792,0.2782983063422432,0.19534938999062068,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_end_doy,Yenisey,core_2003_2024,13,2007,2024,202.30769230769232,203.0,-0.10902572754112189,0.8173608160044027,0.005060720159701923,0.1213235294117647,0.09152086306448587,0.6675836142796442,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_peak_q_doy,Yenisey,core_2003_2024,13,2007,2024,151.23076923076923,153.0,0.10396457191058625,0.7573909875308105,0.009036412897023801,0.075,0.09152086306448587,0.6671908534291497,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_length_days,Yenisey,core_2003_2024,13,2007,2024,74.38461538461539,77.0,-0.25622100379586676,0.5139668049389665,0.039707719338262525,-0.10555555555555556,-0.09152086306448587,0.6671908534291497,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
