river,year,window_id,start_date,end_date,window_start_doy,window_end_doy,window_peak_q_doy,peak_q_date,peak_Q_m3s,window_length_days,window_flux_TgC,window_flux_80_lower_TgC,window_flux_80_upper_TgC,window_flux_90_lower_TgC,window_flux_90_upper_TgC,window_flux_95_lower_TgC,window_flux_95_upper_TgC,annual_flux_TgC,window_fraction_of_annual,n_days_with_flux,coverage_rate,n_low_confidence_days,fraction_flux_from_low_confidence_days,window_confidence_tier,annual_confidence_tier,core_2003_2024,sensitivity_only,exclude_from_trend,caveat_reason
Mackenzie,2021,discharge_centered_freshet,2021-04-14,2021-08-04,104.0,216.0,149.0,2021-05-29,35198.0,113,1.0357754524390963,0.8339504484181177,1.240444564895268,0.7945874695626308,1.2808524548464209,0.7295456229964332,1.3511787415521002,2.005616538749908,0.5164374307985566,113,1.0,5,0.09219824860776599,high,high,True,False,False,ok
Mackenzie,2021,q75_peak_contiguous,2021-05-22,2021-06-03,142.0,154.0,149.0,2021-05-29,35198.0,13,0.20715288958828038,0.17136955915329202,0.2434404770276131,0.1643905503524552,0.25060474730877436,0.1528587091959543,0.26307351334528317,2.005616538749908,0.103286388791647,13,1.0,5,0.46099614084844415,low,high,True,False,True,implausible_window_length
Mackenzie,2021,snow_depletion_assisted,2021-04-19,2021-08-04,109.0,216.0,149.0,2021-05-29,35198.0,108,1.02318030667279,0.8243715366939068,1.2247906804590416,0.7855968296306004,1.2645946826321108,0.7215270203633756,1.3338699571450998,2.005616538749908,0.5101574936705168,108,1.0,5,0.09333319068301874,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Mackenzie,2021,common_overlap_w1_w2,2021-05-22,2021-06-03,142.0,154.0,149.0,2021-05-29,35198.0,13,0.20715288958828038,0.17136955915329202,0.2434404770276131,0.1643905503524552,0.25060474730877436,0.1528587091959543,0.26307351334528317,2.005616538749908,0.103286388791647,13,1.0,5,0.46099614084844415,low,high,True,False,True,implausible_window_length;insufficient_overlap
Mackenzie,2022,fixed_may_july_reference,2022-05-01,2022-07-31,121.0,212.0,167.0,2022-06-16,33544.0,92,1.0929795816449424,0.8890551198527809,1.2997777373321635,0.8492826728431572,1.3406059649862028,0.7835642371155315,1.4116638115392801,1.8226606726830896,0.5996615815691007,92,1.0,15,0.24388833018907505,high,medium,True,False,False,reference_only
Mackenzie,2022,discharge_centered_freshet,2022-04-17,2022-08-05,107.0,217.0,167.0,2022-06-16,33544.0,111,1.1467751671580841,0.9294396117450016,1.3671734049648392,0.8870515294864644,1.4106867012890747,0.8170111203848847,1.4864176676054672,1.8226606726830896,0.6291764475665936,111,1.0,15,0.23244745154251545,high,medium,True,False,False,ok
Mackenzie,2022,q75_peak_contiguous,2022-06-08,2022-07-08,159.0,189.0,167.0,2022-06-16,33544.0,31,0.4827172650396311,0.39541464966921736,0.5712501447471813,0.37838756712548516,0.5887292202039017,0.35025268194961245,0.6191499740073161,1.8226606726830896,0.2648420917147655,31,1.0,12,0.4388923823271472,high,medium,True,False,False,ok
Mackenzie,2022,snow_depletion_assisted,2022-05-02,2022-08-05,122.0,217.0,167.0,2022-06-16,33544.0,96,1.1222879922438422,0.9116861590297618,1.335857616556043,0.8706113895880576,1.3780227374800158,0.8027410472143913,1.4514073261497904,1.8226606726830896,0.6157415963728192,96,1.0,15,0.23751921693930197,medium,medium,True,False,False,fallback_used;partial_snow_rule_fallback
Mackenzie,2022,common_overlap_w1_w2,2022-06-08,2022-07-08,159.0,189.0,167.0,2022-06-16,33544.0,31,0.4827172650396311,0.39541464966921736,0.5712501447471813,0.37838756712548516,0.5887292202039017,0.35025268194961245,0.6191499740073161,1.8226606726830896,0.2648420917147655,31,1.0,12,0.4388923823271472,high,medium,True,False,False,ok
Mackenzie,2023,fixed_may_july_reference,2023-05-01,2023-07-31,121.0,212.0,139.0,2023-05-19,21200.0,92,0.5329960299339384,0.41638807554403967,0.6512472181159017,0.3936454205132785,0.6745935889547015,0.35606634692615424,0.7152258410008071,1.0172773689433805,0.5239436619803579,92,1.0,0,0.0,high,high,True,False,False,reference_only
Mackenzie,2023,discharge_centered_freshet,2023-04-19,2023-07-28,109.0,209.0,139.0,2023-05-19,21200.0,101,0.533344724610545,0.41617032751350946,0.6521703377835513,0.3933171962193537,0.6756301175365963,0.35555557597590787,0.7164597475657608,1.0172773689433805,0.5242864344505337,99,0.9801980198019802,0,0.0,high,high,True,False,False,ok
Mackenzie,2023,q75_peak_contiguous,2023-05-14,2023-06-23,134.0,174.0,139.0,2023-05-19,21200.0,41,0.327940712828655,0.2618752965714098,0.3949371198150385,0.24899021528117202,0.4081642424039834,0.2276994109609644,0.4311848558684782,1.0172773689433805,0.32237099029272465,41,1.0,0,0.0,high,high,True,False,False,ok
Mackenzie,2023,snow_depletion_assisted,2023-05-04,2023-05-22,124.0,142.0,139.0,2023-05-19,21200.0,19,0.117619539412478,0.0941204827191707,0.1414497437040954,0.08953733963326072,0.14615454874757922,0.08196433326910571,0.15434283744026642,1.0172773689433805,0.11562189723599804,19,1.0,0,0.0,high,high,True,False,False,ok
Mackenzie,2023,common_overlap_w1_w2,2023-05-14,2023-06-23,134.0,174.0,139.0,2023-05-19,21200.0,41,0.327940712828655,0.2618752965714098,0.3949371198150385,0.24899021528117202,0.4081642424039834,0.2276994109609644,0.4311848558684782,1.0172773689433805,0.32237099029272465,41,1.0,0,0.0,high,high,True,False,False,ok
Mackenzie,2024,fixed_may_july_reference,2024-05-01,2024-07-31,122.0,213.0,137.0,2024-05-16,14600.0,92,0.38500160891979734,0.29250513459914346,0.4788015391928847,0.2744650667663565,0.49732049016899904,0.2446563643220698,0.5295510534923755,0.781065014076653,0.49291877370148557,92,1.0,0,0.0,high,high,True,False,False,reference_only
Mackenzie,2024,discharge_centered_freshet,2024-04-16,2024-07-29,107.0,211.0,137.0,2024-05-16,14600.0,105,0.396119403588827,0.30010002738838115,0.49349188030879654,0.2813728697032897,0.5127161603007974,0.2504288468627779,0.5461742851388434,0.781065014076653,0.5071529212675147,105,1.0,0,0.0,high,high,True,False,False,ok
Mackenzie,2024,q75_peak_contiguous,2024-05-12,2024-05-21,133.0,142.0,137.0,2024-05-16,14600.0,10,0.060795770047758504,0.048146194567139595,0.07362360274928278,0.0456790821566144,0.0761562059637808,0.04160252211129681,0.0805639733574713,0.781065014076653,0.07783701606405849,10,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Mackenzie,2024,snow_depletion_assisted,2024-04-19,2024-05-28,110.0,149.0,137.0,2024-05-16,14600.0,40,0.1340133421816683,0.1028942125248235,0.165571001145534,0.0968248870285826,0.17180144009758141,0.0867961709820623,0.1826449569596001,0.781065014076653,0.17157770450145443,40,1.0,0,0.0,high,high,True,False,False,ok
Mackenzie,2024,common_overlap_w1_w2,2024-05-12,2024-05-21,133.0,142.0,137.0,2024-05-16,14600.0,10,0.060795770047758504,0.048146194567139595,0.07362360274928278,0.0456790821566144,0.0761562059637808,0.04160252211129681,0.0805639733574713,0.781065014076653,0.07783701606405849,10,1.0,0,0.0,low,high,True,False,True,implausible_window_length;insufficient_overlap
Mackenzie,2025,fixed_may_july_reference,2025-05-01,2025-07-31,121.0,212.0,143.0,2025-05-23,18900.0,92,0.2660749351895733,0.20128915116192253,0.33177367742935227,0.1886536431920994,0.3447446016420741,0.16777522406441112,0.36731932494794967,0.7345800655910971,0.36221366145495637,66,0.717391304347826,0,0.0,low,low,False,True,True,coverage_lt_0_95;reference_only
Mackenzie,2025,discharge_centered_freshet,2025-04-08,2025-08-29,98.0,241.0,143.0,2025-05-23,18900.0,144,0.39298392491580836,0.2934661046381247,0.493904145621907,0.2740566272329991,0.5138288578718381,0.24198516597624167,0.5485060218591372,0.7345800655910971,0.5349776604672557,118,0.8194444444444444,0,0.0,low,low,False,True,True,implausible_window_length;coverage_lt_0_95
Mackenzie,2025,q75_peak_contiguous,2025-05-19,2025-05-23,139.0,143.0,143.0,2025-05-23,18900.0,5,0.0320511042575805,0.0254279313261197,0.038767610629531005,0.024136179507151703,0.0400936526838351,0.022001739328745,0.0424015092387682,0.7345800655910971,0.043631873173402586,5,1.0,0,0.0,low,low,False,True,True,implausible_window_length
Mackenzie,2025,snow_depletion_assisted,2025-05-18,2025-08-05,138.0,217.0,143.0,2025-05-23,18900.0,80,0.24918092982481388,0.1889384271994827,0.3102723669550891,0.17718901900030787,0.32233366941002883,0.15777475647358272,0.34332527811603575,0.7345800655910971,0.3392154803769479,54,0.675,0,0.0,low,low,False,True,True,coverage_lt_0_95
Mackenzie,2025,common_overlap_w1_w2,2025-05-19,2025-05-23,139.0,143.0,143.0,2025-05-23,18900.0,5,0.0320511042575805,0.0254279313261197,0.038767610629531005,0.024136179507151703,0.0400936526838351,0.022001739328745,0.0424015092387682,0.7345800655910971,0.043631873173402586,5,1.0,0,0.0,low,low,False,True,True,implausible_window_length;insufficient_overlap
Ob,2000,fixed_may_july_reference,2000-05-01,2000-07-31,122.0,213.0,151.0,2000-05-30,33800.0,92,2.218713189699647,1.70394221052122,2.677660112662229,1.5964782682258687,3.0671684871007523,1.5660483843233268,3.2537583781324493,3.712977843600731,0.5975562696996887,92,1.0,0,0.0,high,low,False,False,True,reference_only
Ob,2000,discharge_centered_freshet,2000-04-19,2000-08-14,110.0,227.0,151.0,2000-05-30,33800.0,118,2.553427995176243,1.9591450981574936,3.083264209702833,1.8350821934182562,3.532936344569155,1.799952086452225,3.748347052402189,3.712977843600731,0.6877035368193868,118,1.0,0,0.0,high,low,False,False,True,ok
Ob,2000,q75_peak_contiguous,2000-05-20,2000-07-03,141.0,185.0,151.0,2000-05-30,33800.0,45,1.2781567357131882,0.9829116216809927,1.5413841554505505,0.9212760493960548,1.764785335935001,0.9038230947692589,1.8718033223468054,3.712977843600731,0.3442403347264985,45,1.0,0,0.0,high,low,False,False,True,ok
Ob,2000,snow_depletion_assisted,2000-04-21,2000-08-14,112.0,227.0,151.0,2000-05-30,33800.0,116,2.549495496906759,1.9569357710060582,3.077795408661137,1.833232596650011,3.5261636829599077,1.7982043522581872,3.7409497900983597,3.712977843600731,0.6866444143481172,116,1.0,0,0.0,medium,low,False,False,True,fallback_used;partial_snow_rule_fallback
Ob,2000,common_overlap_w1_w2,2000-05-20,2000-07-03,141.0,185.0,151.0,2000-05-30,33800.0,45,1.2781567357131882,0.9829116216809927,1.5413841554505505,0.9212760493960548,1.764785335935001,0.9038230947692589,1.8718033223468054,3.712977843600731,0.3442403347264985,45,1.0,0,0.0,high,low,False,False,True,ok
Ob,2001,fixed_may_july_reference,2001-05-01,2001-07-31,121.0,212.0,155.0,2001-06-04,36200.0,92,2.452070839308922,1.895489741606812,2.9482938054466064,1.779297490323331,3.369438367549078,1.7463960664465328,3.571183241621596,4.817518007038791,0.5089904875760183,92,1.0,0,0.0,high,high,False,True,False,reference_only
Ob,2001,discharge_centered_freshet,2001-03-01,2001-08-25,60.0,237.0,155.0,2001-06-04,36200.0,178,3.311418848674346,2.555068375904313,3.985747309678715,2.3971721330148155,4.558050052200553,2.352461653972743,4.832205663150439,4.817518007038791,0.6873703105699014,178,1.0,51,0.020419019861686375,low,high,False,True,True,implausible_window_length
Ob,2001,q75_peak_contiguous,2001-05-26,2001-07-12,146.0,193.0,155.0,2001-06-04,36200.0,48,1.5628989280221726,1.2136315003013811,1.8742902412996696,1.140718192798816,2.1385681309215245,1.1200717933194873,2.265167675020445,4.817518007038791,0.3244199452370803,48,1.0,0,0.0,high,high,False,True,False,ok
Ob,2001,snow_depletion_assisted,2001-05-02,2001-08-25,122.0,237.0,155.0,2001-06-04,36200.0,116,3.2237491710808075,2.509235050501571,3.8607782001385873,2.360072593158523,4.401424904939955,2.3178352048530404,4.66041602388817,4.817518007038791,0.6691722099161113,116,1.0,0,0.0,medium,high,False,True,False,fallback_used;partial_snow_rule_fallback
Ob,2001,common_overlap_w1_w2,2001-05-26,2001-07-12,146.0,193.0,155.0,2001-06-04,36200.0,48,1.5628989280221726,1.2136315003013811,1.8742902412996696,1.140718192798816,2.1385681309215245,1.1200717933194873,2.265167675020445,4.817518007038791,0.3244199452370803,48,1.0,0,0.0,high,high,False,True,False,ok
Ob,2002,fixed_may_july_reference,2002-05-01,2002-07-31,121.0,212.0,146.0,2002-05-26,37800.0,92,2.620187720218401,2.031927353858643,3.1446545141168056,1.909121716745958,3.589769620281289,1.8743476222906648,3.802997331432596,6.014554945067764,0.43564116449997453,92,1.0,4,0.05247449166765278,high,high,False,True,False,reference_only
Ob,2002,discharge_centered_freshet,2002-04-16,2002-06-25,106.0,176.0,146.0,2002-05-26,37800.0,71,1.3945235694054963,1.0572305413509453,1.6952390402143356,0.9868170177266559,1.950456339520244,0.9668784662154234,2.072715503101871,6.014554945067764,0.2318581478001253,71,1.0,4,0.0985949765989984,high,high,False,True,False,ok
Ob,2002,q75_peak_contiguous,2002-05-25,2002-06-03,145.0,154.0,146.0,2002-05-26,37800.0,10,0.33657903268344586,0.2592743394317788,0.40550046091749836,0.2431361587052435,0.46399409521868307,0.23856641228223383,0.4920148556607119,6.014554945067764,0.055960754495967734,10,1.0,4,0.4085014375259657,low,high,False,True,True,implausible_window_length
Ob,2002,snow_depletion_assisted,2002-04-23,2002-05-27,113.0,147.0,146.0,2002-05-26,37800.0,35,0.42657430985278705,0.3115481420341462,0.529126528054359,0.2875352004331136,0.616162622661787,0.2807356078491224,0.65785634858497,6.014554945067764,0.07092366995543026,35,1.0,3,0.24295492563654786,high,high,False,True,False,ok
Ob,2002,common_overlap_w1_w2,2002-05-25,2002-06-03,145.0,154.0,146.0,2002-05-26,37800.0,10,0.33657903268344586,0.2592743394317788,0.40550046091749836,0.2431361587052435,0.46399409521868307,0.23856641228223383,0.4920148556607119,6.014554945067764,0.055960754495967734,10,1.0,4,0.4085014375259657,low,high,False,True,True,implausible_window_length;insufficient_overlap
Ob,2003,fixed_may_july_reference,2003-05-01,2003-07-31,121.0,212.0,146.0,2003-05-26,38500.0,92,2.3916218304774253,1.848595499323303,2.8757599692835414,1.7352329503910793,3.2866481352456804,1.703132795406787,3.4834797905948256,3.925575699706013,0.6092410421881648,92,1.0,7,0.10194953479154456,high,high,True,False,False,reference_only
Ob,2003,discharge_centered_freshet,2003-03-01,2003-08-17,60.0,229.0,146.0,2003-05-26,38500.0,170,2.898144978921359,2.218100627558034,3.504442293961147,2.0761341028525737,4.019006984978465,2.0359343412156754,4.2655037894799905,3.925575699706013,0.7382726001535015,170,1.0,7,0.08413130978189479,low,high,True,False,True,implausible_window_length
Ob,2003,q75_peak_contiguous,2003-05-24,2003-07-08,144.0,189.0,146.0,2003-05-26,38500.0,46,1.4910927169168608,1.155830682445277,1.7899974441267774,1.0858411504328513,2.0436779648631958,1.066022657940942,2.1652009508305823,3.925575699706013,0.37984052046901784,46,1.0,7,0.1635208396152811,high,high,True,False,False,ok
Ob,2003,snow_depletion_assisted,2003-05-10,2003-05-27,130.0,147.0,146.0,2003-05-26,38500.0,18,0.3265050096342557,0.2439028081203508,0.4001494607555024,0.2266587159395395,0.4626515258254382,0.22177581557446027,0.49259248287794444,3.925575699706013,0.08317379019304295,18,1.0,3,0.32383345625027693,high,high,True,False,False,ok
Ob,2003,common_overlap_w1_w2,2003-05-24,2003-07-08,144.0,189.0,146.0,2003-05-26,38500.0,46,1.4910927169168608,1.155830682445277,1.7899974441267774,1.0858411504328513,2.0436779648631958,1.066022657940942,2.1652009508305823,3.925575699706013,0.37984052046901784,46,1.0,7,0.1635208396152811,high,high,True,False,False,ok
Ob,2004,fixed_may_july_reference,2004-05-01,2004-07-31,122.0,213.0,154.0,2004-06-02,36628.0,92,2.086226645535621,1.6080643256901688,2.5125349151275937,1.508242832198647,2.874342855851075,1.479977012119416,3.047663145386086,3.480424714362392,0.5994172598897356,92,1.0,1,0.016310739030374877,high,high,True,False,False,reference_only
Ob,2004,discharge_centered_freshet,2004-03-01,2004-08-21,61.0,234.0,154.0,2004-06-02,36628.0,174,2.5120056737229235,1.9125689189255664,3.0464368387509095,1.7874300913054324,3.5000087093184113,1.7519953220717206,3.7172875445327493,3.480424714362392,0.7217526250048821,174,1.0,1,0.013546107291674537,low,high,True,False,True,implausible_window_length
Ob,2004,q75_peak_contiguous,2004-05-30,2004-07-14,151.0,196.0,154.0,2004-06-02,36628.0,46,1.4489721013475416,1.1254773475091018,1.7373856442120652,1.0579443610636994,1.9821622940304047,1.0388214730211454,2.099419974260117,3.480424714362392,0.4163204839249025,46,1.0,1,0.023484163940699767,high,high,True,False,False,ok
Ob,2004,snow_depletion_assisted,2004-05-25,2004-06-05,146.0,157.0,154.0,2004-06-02,36628.0,12,0.31776297627248656,0.2424867378618074,0.38487592433711354,0.22677201875762001,0.4418347010420209,0.22232218128016,0.469120204091827,3.480424714362392,0.09130005742149783,12,1.0,1,0.10708578693688489,low,high,True,False,True,implausible_window_length
Ob,2004,common_overlap_w1_w2,2004-05-30,2004-07-14,151.0,196.0,154.0,2004-06-02,36628.0,46,1.4489721013475416,1.1254773475091018,1.7373856442120652,1.0579443610636994,1.9821622940304047,1.0388214730211454,2.099419974260117,3.480424714362392,0.4163204839249025,46,1.0,1,0.023484163940699767,high,high,True,False,False,ok
Ob,2005,fixed_may_july_reference,2005-05-01,2005-07-31,121.0,212.0,155.0,2005-06-04,34800.0,92,2.1250089669119423,1.6295796050601368,2.5667117636198946,1.5261534320493007,2.94158504356275,1.496866897701304,3.121164146466665,3.5354676231389224,0.6010545685680126,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2005,discharge_centered_freshet,2005-03-01,2005-08-15,60.0,227.0,155.0,2005-06-04,34800.0,168,2.4700229099092343,1.8694944960610314,3.0054273496216415,1.744127772949522,3.459825238670243,1.7086284719929228,3.677499769352236,3.5354676231389224,0.6986410775602732,168,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2005,q75_peak_contiguous,2005-05-21,2005-07-05,141.0,186.0,155.0,2005-06-04,34800.0,46,1.3492806398497348,1.0393865614767304,1.6255684250325875,0.9746928613596441,1.8600539411116817,0.9563739560436801,1.9723817619365316,3.5354676231389224,0.381641350925961,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2005,snow_depletion_assisted,2005-05-13,2005-08-15,133.0,227.0,155.0,2005-06-04,34800.0,95,2.2858349577901054,1.759376245227201,2.7552021443071215,1.6494723637029565,3.1535541991697533,1.6183515776626503,3.3443805623158998,3.5354676231389224,0.6465438808800784,95,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Ob,2005,common_overlap_w1_w2,2005-05-21,2005-07-05,141.0,186.0,155.0,2005-06-04,34800.0,46,1.3492806398497348,1.0393865614767304,1.6255684250325875,0.9746928613596441,1.8600539411116817,0.9563739560436801,1.9723817619365316,3.5354676231389224,0.381641350925961,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2006,fixed_may_july_reference,2006-05-01,2006-07-31,121.0,212.0,165.0,2006-06-14,34166.0,92,1.9465376847162978,1.495834186550722,2.348364889469941,1.401745015485796,2.6893957440150267,1.3751023808416736,2.8527629888906745,3.596825489156057,0.5411821314614362,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2006,discharge_centered_freshet,2006-03-01,2006-08-25,60.0,237.0,165.0,2006-06-14,34166.0,178,2.5706733689740453,1.957510059421475,3.1173425200630107,1.829505666826249,3.5813007726248447,1.7932594737079774,3.803555094919094,3.596825489156057,0.7147061698501299,178,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2006,q75_peak_contiguous,2006-05-31,2006-07-15,151.0,196.0,165.0,2006-06-14,34166.0,46,1.3510761363460777,1.0461220267399758,1.6229596649627973,0.982459597887161,1.85370728733381,0.9644327111234066,1.9642445094823564,3.596825489156057,0.3756301606567763,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2006,snow_depletion_assisted,2006-05-16,2006-08-25,136.0,237.0,165.0,2006-06-14,34166.0,102,2.4192708319768856,1.871638799749723,2.907515209131812,1.7573147615060138,3.321888340662469,1.7249423476831096,3.5203894321222413,3.596825489156057,0.6726127912712642,102,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Ob,2006,common_overlap_w1_w2,2006-05-31,2006-07-15,151.0,196.0,165.0,2006-06-14,34166.0,46,1.3510761363460777,1.0461220267399758,1.6229596649627973,0.982459597887161,1.85370728733381,0.9644327111234066,1.9642445094823564,3.596825489156057,0.3756301606567763,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2007,fixed_may_july_reference,2007-05-01,2007-07-31,121.0,212.0,144.0,2007-05-24,33500.0,92,2.43175178932955,1.8748745050632578,2.9282388222420788,1.7586204216697148,3.349607497885933,1.7257014891859301,3.5514597311938614,5.140499281886072,0.4730575097828492,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2007,discharge_centered_freshet,2007-03-01,2007-08-22,60.0,234.0,144.0,2007-05-24,33500.0,175,3.2574896511767926,2.5024360524342155,3.9306618769455994,2.3448105458552115,4.501983322318377,2.300176729499435,4.775668853187504,5.140499281886072,0.6336912958349068,175,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2007,q75_peak_contiguous,2007-05-21,2007-06-04,141.0,155.0,144.0,2007-05-24,33500.0,15,0.4361093287440635,0.33326912242322215,0.5277970853520905,0.31180013049336774,0.6056125085425824,0.30572089202531905,0.6428891687803224,5.140499281886072,0.08483793204306277,15,1.0,0,0.0,high,high,True,False,False,ok
Ob,2007,snow_depletion_assisted,2007-04-19,2007-05-30,109.0,150.0,144.0,2007-05-24,33500.0,42,0.6007969388970894,0.4432616522632935,0.7412483978623947,0.41037447789438275,0.8604495880914346,0.4010620250236503,0.9175516648510073,5.140499281886072,0.11687521113253699,42,1.0,0,0.0,high,high,True,False,False,ok
Ob,2007,common_overlap_w1_w2,2007-05-21,2007-06-04,141.0,155.0,144.0,2007-05-24,33500.0,15,0.4361093287440635,0.33326912242322215,0.5277970853520905,0.31180013049336774,0.6056125085425824,0.30572089202531905,0.6428891687803224,5.140499281886072,0.08483793204306277,15,1.0,0,0.0,high,high,True,False,False,ok
Ob,2008,fixed_may_july_reference,2008-05-01,2008-07-31,122.0,213.0,154.0,2008-06-02,36000.0,92,2.287294659394617,1.7652129495648374,2.752759504836827,1.6562228141299502,3.1477996418011083,1.6253607677824355,3.3370394655033984,4.064104539431131,0.5628040905942785,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2008,discharge_centered_freshet,2008-04-14,2008-08-19,105.0,232.0,154.0,2008-06-02,36000.0,128,2.6755928846348644,2.058519912435084,3.225747717151759,1.929699335987021,3.6926642684598603,1.8932220292565523,3.9163357326615236,4.064104539431131,0.6583474560448629,128,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2008,q75_peak_contiguous,2008-05-28,2008-07-12,149.0,194.0,154.0,2008-06-02,36000.0,46,1.464634214283925,1.1372422799463366,1.7565223100480096,1.068895715429879,2.004247813827657,1.0495424516378502,2.122918111539862,4.064104539431131,0.3603830069019178,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2008,snow_depletion_assisted,2008-05-29,2008-08-19,150.0,232.0,154.0,2008-06-02,36000.0,83,2.329479589187029,1.8142207484250281,2.7888614678516026,1.7066549598112433,3.1787389893090063,1.6761962367317684,3.3655057163384563,4.064104539431131,0.573183973636932,83,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Ob,2008,common_overlap_w1_w2,2008-05-28,2008-07-12,149.0,194.0,154.0,2008-06-02,36000.0,46,1.464634214283925,1.1372422799463366,1.7565223100480096,1.068895715429879,2.004247813827657,1.0495424516378502,2.122918111539862,4.064104539431131,0.3603830069019178,46,1.0,0,0.0,high,high,True,False,False,ok
Ob,2009,fixed_may_july_reference,2009-05-01,2009-07-31,121.0,212.0,155.0,2009-06-04,35800.0,92,2.232505553471824,1.7187572641871538,2.690540691584696,1.6115068193346918,3.079275233981043,1.5811373901508388,3.2654944289099017,3.942709696648059,0.5662363514538783,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2009,discharge_centered_freshet,2009-03-01,2009-08-19,60.0,231.0,155.0,2009-06-04,35800.0,172,2.7245945090515535,2.0749219742268417,3.303813662522427,1.9392958907504485,3.7953971106818423,1.9008915116983547,4.030884992443747,3.942709696648059,0.6910461887082124,172,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2009,q75_peak_contiguous,2009-05-29,2009-07-12,149.0,193.0,155.0,2009-06-04,35800.0,45,1.418229630464611,1.1003368223640222,1.7016487275212258,1.0339733019488822,1.9421865898664923,1.0151815641951483,2.0574137235287595,3.942709696648059,0.35970937238172407,45,1.0,0,0.0,high,high,True,False,False,ok
Ob,2009,snow_depletion_assisted,2009-05-27,2009-06-13,147.0,164.0,155.0,2009-06-04,35800.0,18,0.5667935299412366,0.43651375406718984,0.6829451870472286,0.4093164587978945,0.7815231290359246,0.4016151729541909,0.8287458555827264,3.942709696648059,0.14375735814967627,18,1.0,0,0.0,high,high,True,False,False,ok
Ob,2009,common_overlap_w1_w2,2009-05-29,2009-07-12,149.0,193.0,155.0,2009-06-04,35800.0,45,1.418229630464611,1.1003368223640222,1.7016487275212258,1.0339733019488822,1.9421865898664923,1.0151815641951483,2.0574137235287595,3.942709696648059,0.35970937238172407,45,1.0,0,0.0,high,high,True,False,False,ok
Ob,2010,fixed_may_july_reference,2010-05-01,2010-07-31,121.0,212.0,143.0,2010-05-23,36200.0,92,1.924388525426846,1.466581415643014,2.3325489945368516,1.3710092897498039,2.6789548922098283,1.343946736179449,2.8448969949764504,3.569067182977504,0.5391852903764675,92,1.0,0,0.0,high,high,True,False,False,reference_only
Ob,2010,discharge_centered_freshet,2010-04-14,2010-08-17,104.0,229.0,143.0,2010-05-23,36200.0,126,2.309397393273934,1.7593429780754208,2.799801459408827,1.6445132415029786,3.2160075195458036,1.6119976322872362,3.415386656180892,3.569067182977504,0.6470590983236446,126,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Ob,2010,q75_peak_contiguous,2010-05-19,2010-07-01,139.0,182.0,143.0,2010-05-23,36200.0,44,1.111855011516345,0.8487355616063881,1.346440617139474,0.7938065649736786,1.545533482438826,0.778252668897332,1.6409068260670456,3.569067182977504,0.3115253803064522,44,1.0,0,0.0,high,high,True,False,False,ok
Ob,2010,snow_depletion_assisted,2010-05-13,2010-05-28,133.0,148.0,143.0,2010-05-23,36200.0,16,0.3804391574822684,0.2873519515962981,0.4634315724329611,0.26791900271924385,0.533867256867885,0.26241629766690633,0.567608730853908,3.569067182977504,0.10659344248176524,16,1.0,0,0.0,high,high,True,False,False,ok
Ob,2010,common_overlap_w1_w2,2010-05-19,2010-07-01,139.0,182.0,143.0,2010-05-23,36200.0,44,1.111855011516345,0.8487355616063881,1.346440617139474,0.7938065649736786,1.545533482438826,0.778252668897332,1.6409068260670456,3.569067182977504,0.3115253803064522,44,1.0,0,0.0,high,high,True,False,False,ok
Ob,2011,fixed_may_july_reference,2011-05-01,2011-07-31,121.0,212.0,139.0,2011-05-19,38400.0,92,2.34589082442718,1.7989823336639483,2.833490124174989,1.684809342431966,3.247315778340265,1.6524796996346955,3.445554606524964,3.957221796028007,0.5928125703699063,92,1.0,10,0.14579284055379105,high,medium,True,False,False,reference_only
Ob,2011,discharge_centered_freshet,2011-04-14,2011-08-01,104.0,213.0,139.0,2011-05-19,38400.0,110,2.4554403517833263,1.8732898911189926,2.9744598253549674,1.7517597621053287,3.4149517893229024,1.7173468451998348,3.625964832818037,3.957221796028007,0.6204960142107607,110,1.0,10,0.13928828964381756,high,medium,True,False,False,ok
