river,year,window_id,start_date,end_date,peak_q_date,peak_Q_m3s,window_length_days,definition_status,fallback_used,snow_data_used,q_data_used,n_days_with_flux,n_days_expected,coverage_rate,window_confidence_tier,caveat_reason
Yenisey,2005,discharge_centered_freshet,2005-05-07,2005-07-29,2005-05-31,127000.0,84,ok,False,False,True,84,84,1.0,high,ok
Yenisey,2005,q75_peak_contiguous,2005-05-21,2005-06-27,2005-05-31,127000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2005,snow_depletion_assisted,2005-05-17,2005-06-08,2005-05-31,127000.0,23,ok,False,True,True,23,23,1.0,high,ok
Yenisey,2005,common_overlap_w1_w2,2005-05-21,2005-06-27,2005-05-31,127000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2006,fixed_may_july_reference,2006-05-01,2006-07-31,2006-06-07,121000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2006,discharge_centered_freshet,2006-05-01,2006-08-16,2006-06-07,121000.0,108,ok,False,False,True,108,108,1.0,high,ok
Yenisey,2006,q75_peak_contiguous,2006-05-28,2006-07-07,2006-06-07,121000.0,41,ok,False,False,True,41,41,1.0,high,ok
Yenisey,2006,snow_depletion_assisted,2006-06-02,2006-06-17,2006-06-07,121000.0,16,ok,False,True,True,16,16,1.0,high,ok
Yenisey,2006,common_overlap_w1_w2,2006-05-28,2006-07-07,2006-06-07,121000.0,41,ok,False,False,True,41,41,1.0,high,ok
Yenisey,2007,fixed_may_july_reference,2007-05-01,2007-07-31,2007-05-24,107000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2007,discharge_centered_freshet,2007-05-05,2007-07-21,2007-05-24,107000.0,78,ok,False,False,True,78,78,1.0,high,ok
Yenisey,2007,q75_peak_contiguous,2007-05-20,2007-06-25,2007-05-24,107000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2007,snow_depletion_assisted,2007-05-05,2007-06-13,2007-05-24,107000.0,40,partial_snow_rule_fallback,True,True,True,40,40,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2007,common_overlap_w1_w2,2007-05-20,2007-06-25,2007-05-24,107000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2008,fixed_may_july_reference,2008-05-01,2008-07-31,2008-06-01,108000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2008,discharge_centered_freshet,2008-05-11,2008-07-18,2008-06-01,108000.0,69,ok,False,False,True,69,69,1.0,high,ok
Yenisey,2008,q75_peak_contiguous,2008-05-21,2008-06-26,2008-06-01,108000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2008,snow_depletion_assisted,2008-05-10,2008-06-17,2008-06-01,108000.0,39,ok,False,True,True,39,39,1.0,high,ok
Yenisey,2008,common_overlap_w1_w2,2008-05-21,2008-06-26,2008-06-01,108000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2009,fixed_may_july_reference,2009-05-01,2009-07-31,2009-06-02,97600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2009,discharge_centered_freshet,2009-05-08,2009-07-23,2009-06-02,97600.0,77,ok,False,False,True,77,77,1.0,high,ok
Yenisey,2009,q75_peak_contiguous,2009-05-25,2009-06-29,2009-06-02,97600.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2009,snow_depletion_assisted,2009-05-29,2009-06-16,2009-06-02,97600.0,19,ok,False,True,True,19,19,1.0,high,ok
Yenisey,2009,common_overlap_w1_w2,2009-05-25,2009-06-29,2009-06-02,97600.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2010,fixed_may_july_reference,2010-05-01,2010-07-31,2010-06-07,107000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2010,discharge_centered_freshet,2010-03-07,2010-08-07,2010-06-07,107000.0,154,ok,False,False,True,141,154,0.9155844155844156,low,implausible_window_length;coverage_lt_0_95
Yenisey,2010,q75_peak_contiguous,2010-05-25,2010-07-05,2010-06-07,107000.0,42,ok,False,False,True,42,42,1.0,high,ok
Yenisey,2010,snow_depletion_assisted,2010-06-04,2010-06-11,2010-06-07,107000.0,8,ok,False,True,True,8,8,1.0,low,implausible_window_length
Yenisey,2010,common_overlap_w1_w2,2010-05-25,2010-07-05,2010-06-07,107000.0,42,ok,False,False,True,42,42,1.0,high,ok
Yenisey,2011,fixed_may_july_reference,2011-05-01,2011-07-31,2011-05-16,121000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2011,discharge_centered_freshet,2011-04-30,2011-06-22,2011-05-16,121000.0,54,ok,False,False,True,54,54,1.0,high,ok
Yenisey,2011,q75_peak_contiguous,2011-05-06,2011-06-09,2011-05-16,121000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2011,snow_depletion_assisted,2011-05-13,2011-05-28,2011-05-16,121000.0,16,ok,False,True,True,16,16,1.0,high,ok
Yenisey,2011,common_overlap_w1_w2,2011-05-06,2011-06-09,2011-05-16,121000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2012,fixed_may_july_reference,2012-05-01,2012-07-31,2012-06-01,83600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2012,discharge_centered_freshet,2012-05-08,2012-07-27,2012-06-01,83600.0,81,ok,False,False,True,81,81,1.0,high,ok
Yenisey,2012,q75_peak_contiguous,2012-05-19,2012-06-21,2012-06-01,83600.0,34,ok,False,False,True,34,34,1.0,high,ok
Yenisey,2012,snow_depletion_assisted,2012-05-30,2012-06-11,2012-06-01,83600.0,13,ok,False,True,True,13,13,1.0,low,implausible_window_length
Yenisey,2012,common_overlap_w1_w2,2012-05-19,2012-06-21,2012-06-01,83600.0,34,ok,False,False,True,34,34,1.0,high,ok
Yenisey,2013,fixed_may_july_reference,2013-05-01,2013-07-31,2013-05-24,124000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2013,discharge_centered_freshet,2013-05-04,2013-07-30,2013-05-24,124000.0,88,ok,False,False,True,88,88,1.0,high,ok
Yenisey,2013,q75_peak_contiguous,2013-05-16,2013-06-24,2013-05-24,124000.0,40,ok,False,False,True,40,40,1.0,high,ok
Yenisey,2013,snow_depletion_assisted,2013-05-17,2013-05-27,2013-05-24,124000.0,11,ok,False,True,True,11,11,1.0,low,implausible_window_length
Yenisey,2013,common_overlap_w1_w2,2013-05-16,2013-06-24,2013-05-24,124000.0,40,ok,False,False,True,40,40,1.0,high,ok
Yenisey,2014,fixed_may_july_reference,2014-05-01,2014-07-31,2014-05-25,118000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2014,discharge_centered_freshet,2014-05-08,2014-07-19,2014-05-25,118000.0,73,ok,False,False,True,73,73,1.0,high,ok
Yenisey,2014,q75_peak_contiguous,2014-05-20,2014-06-24,2014-05-25,118000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2014,snow_depletion_assisted,2014-05-08,2014-06-18,2014-05-25,118000.0,42,partial_snow_rule_fallback,True,True,True,42,42,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2014,common_overlap_w1_w2,2014-05-20,2014-06-24,2014-05-25,118000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2015,fixed_may_july_reference,2015-05-01,2015-07-31,2015-05-27,105000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2015,discharge_centered_freshet,2015-05-07,2015-07-15,2015-05-27,105000.0,70,ok,False,False,True,70,70,1.0,high,ok
Yenisey,2015,q75_peak_contiguous,2015-05-17,2015-06-22,2015-05-27,105000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2015,snow_depletion_assisted,2015-05-08,2015-06-08,2015-05-27,105000.0,32,ok,False,True,True,32,32,1.0,high,ok
Yenisey,2015,common_overlap_w1_w2,2015-05-17,2015-06-22,2015-05-27,105000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2016,fixed_may_july_reference,2016-05-01,2016-07-31,2016-06-09,77200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2016,discharge_centered_freshet,2016-05-06,2016-07-21,2016-06-09,77200.0,77,ok,False,False,True,77,77,1.0,high,ok
Yenisey,2016,q75_peak_contiguous,2016-05-24,2016-06-30,2016-06-09,77200.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2016,snow_depletion_assisted,2016-05-21,2016-06-10,2016-06-09,77200.0,21,ok,False,True,True,21,21,1.0,high,ok
Yenisey,2016,common_overlap_w1_w2,2016-05-24,2016-06-30,2016-06-09,77200.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2017,fixed_may_july_reference,2017-05-01,2017-07-31,2017-06-08,89800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2017,discharge_centered_freshet,2017-05-13,2017-07-30,2017-06-08,89800.0,79,ok,False,False,True,79,79,1.0,high,ok
Yenisey,2017,q75_peak_contiguous,2017-05-26,2017-06-30,2017-06-08,89800.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2017,snow_depletion_assisted,2017-05-30,2017-07-30,2017-06-08,89800.0,62,partial_snow_rule_fallback,True,True,True,62,62,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2017,common_overlap_w1_w2,2017-05-26,2017-06-30,2017-06-08,89800.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2018,fixed_may_july_reference,2018-05-01,2018-07-31,2018-06-13,114800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2018,discharge_centered_freshet,2018-05-05,2018-07-19,2018-06-13,114800.0,76,ok,False,False,True,76,76,1.0,high,ok
Yenisey,2018,q75_peak_contiguous,2018-05-26,2018-06-30,2018-06-13,114800.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2018,snow_depletion_assisted,2018-05-30,2018-07-19,2018-06-13,114800.0,51,partial_snow_rule_fallback,True,True,True,51,51,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2018,common_overlap_w1_w2,2018-05-26,2018-06-30,2018-06-13,114800.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2019,fixed_may_july_reference,2019-05-01,2019-07-31,2019-06-05,103000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2019,discharge_centered_freshet,2019-05-15,2019-07-30,2019-06-05,103000.0,77,ok,False,False,True,77,77,1.0,high,ok
Yenisey,2019,q75_peak_contiguous,2019-05-29,2019-07-03,2019-06-05,103000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2019,snow_depletion_assisted,2019-05-30,2019-06-22,2019-06-05,103000.0,24,ok,False,True,True,24,24,1.0,high,ok
Yenisey,2019,common_overlap_w1_w2,2019-05-29,2019-07-03,2019-06-05,103000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2020,fixed_may_july_reference,2020-05-01,2020-07-31,2020-05-19,118000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2020,discharge_centered_freshet,2020-04-25,2020-07-04,2020-05-19,118000.0,71,ok,False,False,True,69,71,0.971830985915493,high,ok
Yenisey,2020,q75_peak_contiguous,2020-05-09,2020-06-12,2020-05-19,118000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2020,snow_depletion_assisted,2020-05-09,2020-05-21,2020-05-19,118000.0,13,ok,False,True,True,13,13,1.0,low,implausible_window_length
Yenisey,2020,common_overlap_w1_w2,2020-05-09,2020-06-12,2020-05-19,118000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2021,fixed_may_july_reference,2021-05-01,2021-07-31,2021-06-01,126000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2021,discharge_centered_freshet,2021-05-10,2021-08-03,2021-06-01,126000.0,86,ok,False,False,True,86,86,1.0,high,ok
Yenisey,2021,q75_peak_contiguous,2021-05-23,2021-06-28,2021-06-01,126000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2021,snow_depletion_assisted,2021-05-23,2021-08-03,2021-06-01,126000.0,73,partial_snow_rule_fallback,True,True,True,73,73,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2021,common_overlap_w1_w2,2021-05-23,2021-06-28,2021-06-01,126000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2022,fixed_may_july_reference,2022-05-01,2022-07-31,2022-05-29,91800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2022,discharge_centered_freshet,2022-05-13,2022-07-08,2022-05-29,91800.0,57,ok,False,False,True,57,57,1.0,high,ok
Yenisey,2022,q75_peak_contiguous,2022-05-18,2022-06-23,2022-05-29,91800.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2022,snow_depletion_assisted,2022-05-14,2022-07-08,2022-05-29,91800.0,56,partial_snow_rule_fallback,True,True,True,56,56,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2022,common_overlap_w1_w2,2022-05-18,2022-06-23,2022-05-29,91800.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2023,fixed_may_july_reference,2023-05-01,2023-07-31,2023-06-03,120000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2023,discharge_centered_freshet,2023-05-17,2023-07-27,2023-06-03,120000.0,72,ok,False,False,True,72,72,1.0,high,ok
Yenisey,2023,q75_peak_contiguous,2023-05-25,2023-06-30,2023-06-03,120000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2023,snow_depletion_assisted,2023-05-23,2023-06-05,2023-06-03,120000.0,14,ok,False,True,True,14,14,1.0,high,ok
Yenisey,2023,common_overlap_w1_w2,2023-05-25,2023-06-30,2023-06-03,120000.0,37,ok,False,False,True,37,37,1.0,high,ok
Yenisey,2024,fixed_may_july_reference,2024-05-01,2024-07-31,2024-06-02,122100.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2024,discharge_centered_freshet,2024-05-12,2024-07-22,2024-06-02,122100.0,72,ok,False,False,True,72,72,1.0,high,ok
Yenisey,2024,q75_peak_contiguous,2024-05-24,2024-06-28,2024-06-02,122100.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2024,snow_depletion_assisted,2024-05-28,2024-06-15,2024-06-02,122100.0,19,ok,False,True,True,19,19,1.0,high,ok
Yenisey,2024,common_overlap_w1_w2,2024-05-24,2024-06-28,2024-06-02,122100.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2025,fixed_may_july_reference,2025-05-01,2025-07-31,2025-05-30,113000.0,92,reference_only,False,False,False,13,92,0.14130434782608695,low,coverage_lt_0_95;reference_only
Yenisey,2025,discharge_centered_freshet,2025-03-20,2025-06-29,2025-05-30,113000.0,102,ok,False,False,True,30,102,0.29411764705882354,low,coverage_lt_0_95
Yenisey,2025,q75_peak_contiguous,2025-05-04,2025-07-12,2025-05-30,113000.0,70,ok,False,False,True,10,70,0.14285714285714285,low,coverage_lt_0_95
Yenisey,2025,snow_depletion_assisted,2025-03-20,2025-06-10,2025-05-30,113000.0,83,partial_snow_rule_fallback,True,True,True,29,83,0.3493975903614458,low,fallback_used;coverage_lt_0_95;partial_snow_rule_fallback
Yenisey,2025,common_overlap_w1_w2,2025-05-04,2025-06-29,2025-05-30,113000.0,57,ok,False,False,True,9,57,0.15789473684210525,low,coverage_lt_0_95
Yukon,2000,fixed_may_july_reference,2000-05-01,2000-07-31,,,92,reference_only,False,False,False,0,92,0.0,low,coverage_lt_0_95;reference_only
Yukon,2000,discharge_centered_freshet,,,,,0,missing_q,False,False,False,0,0,,low,peak_not_inside_window;missing_q
Yukon,2000,q75_peak_contiguous,,,,,0,missing_q,False,False,False,0,0,,low,peak_not_inside_window;missing_q
Yukon,2000,snow_depletion_assisted,,,,,0,missing_q,False,False,False,0,0,,low,peak_not_inside_window;missing_q
Yukon,2000,common_overlap_w1_w2,,,,,0,missing_component_window,False,False,False,0,0,,low,peak_not_inside_window;missing_component_window
Yukon,2001,fixed_may_july_reference,2001-05-01,2001-07-31,2001-06-26,24777.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2001,discharge_centered_freshet,2001-05-07,2001-07-26,2001-06-26,24777.0,81,ok,False,False,True,81,81,1.0,high,ok
Yukon,2001,q75_peak_contiguous,2001-05-31,2001-07-08,2001-06-26,24777.0,39,ok,False,False,True,39,39,1.0,high,ok
Yukon,2001,snow_depletion_assisted,2001-04-22,2001-07-26,2001-06-26,24777.0,96,partial_snow_rule_fallback,True,True,True,96,96,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2001,common_overlap_w1_w2,2001-05-31,2001-07-08,2001-06-26,24777.0,39,ok,False,False,True,39,39,1.0,high,ok
Yukon,2002,fixed_may_july_reference,2002-05-01,2002-07-31,2002-05-26,25032.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2002,discharge_centered_freshet,2002-03-01,2002-07-30,2002-05-26,25032.0,152,ok,False,False,True,152,152,1.0,low,implausible_window_length
Yukon,2002,q75_peak_contiguous,2002-05-19,2002-07-03,2002-05-26,25032.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2002,snow_depletion_assisted,2002-04-28,2002-07-30,2002-05-26,25032.0,94,partial_snow_rule_fallback,True,True,True,94,94,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2002,common_overlap_w1_w2,2002-05-19,2002-07-03,2002-05-26,25032.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2003,fixed_may_july_reference,2003-05-01,2003-07-31,2003-06-18,15319.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2003,discharge_centered_freshet,2003-03-01,2003-07-18,2003-06-18,15319.0,140,ok,False,False,True,140,140,1.0,low,implausible_window_length
Yukon,2003,q75_peak_contiguous,2003-06-08,2003-07-01,2003-06-18,15319.0,24,ok,False,False,True,24,24,1.0,high,ok
Yukon,2003,snow_depletion_assisted,2003-03-03,2003-07-18,2003-06-18,15319.0,138,partial_snow_rule_fallback,True,True,True,138,138,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2003,common_overlap_w1_w2,2003-06-08,2003-07-01,2003-06-18,15319.0,24,ok,False,False,True,24,24,1.0,high,ok
Yukon,2004,fixed_may_july_reference,2004-05-01,2004-07-31,2004-06-12,18264.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2004,discharge_centered_freshet,2004-03-01,2004-07-27,2004-06-12,18264.0,149,ok,False,False,True,149,149,1.0,low,implausible_window_length
Yukon,2004,q75_peak_contiguous,2004-05-18,2004-07-02,2004-06-12,18264.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2004,snow_depletion_assisted,2004-04-08,2004-07-27,2004-06-12,18264.0,111,partial_snow_rule_fallback,True,True,True,111,111,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2004,common_overlap_w1_w2,2004-05-18,2004-07-02,2004-06-12,18264.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2005,fixed_may_july_reference,2005-05-01,2005-07-31,2005-05-16,33414.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2005,discharge_centered_freshet,2005-03-01,2005-08-04,2005-05-16,33414.0,157,ok,False,False,True,157,157,1.0,low,implausible_window_length
Yukon,2005,q75_peak_contiguous,2005-05-07,2005-06-21,2005-05-16,33414.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2005,snow_depletion_assisted,2005-03-15,2005-08-04,2005-05-16,33414.0,143,partial_snow_rule_fallback,True,True,True,143,143,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2005,common_overlap_w1_w2,2005-05-07,2005-06-21,2005-05-16,33414.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2006,fixed_may_july_reference,2006-05-01,2006-07-31,2006-05-30,26051.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2006,discharge_centered_freshet,2006-03-01,2006-08-13,2006-05-30,26051.0,166,ok,False,False,True,166,166,1.0,low,implausible_window_length
Yukon,2006,q75_peak_contiguous,2006-05-23,2006-06-17,2006-05-30,26051.0,26,ok,False,False,True,26,26,1.0,high,ok
Yukon,2006,snow_depletion_assisted,2006-05-03,2006-08-13,2006-05-30,26051.0,103,partial_snow_rule_fallback,True,True,True,103,103,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2006,common_overlap_w1_w2,2006-05-23,2006-06-17,2006-05-30,26051.0,26,ok,False,False,True,26,26,1.0,high,ok
Yukon,2007,fixed_may_july_reference,2007-05-01,2007-07-31,2007-05-12,15036.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2007,discharge_centered_freshet,2007-03-01,2007-06-11,2007-05-12,15036.0,103,ok,False,False,True,103,103,1.0,high,ok
Yukon,2007,q75_peak_contiguous,2007-05-08,2007-05-17,2007-05-12,15036.0,10,ok,False,False,True,10,10,1.0,low,implausible_window_length
Yukon,2007,snow_depletion_assisted,2007-04-08,2007-05-12,2007-05-12,15036.0,35,ok,False,True,True,35,35,1.0,high,ok
Yukon,2007,common_overlap_w1_w2,2007-05-08,2007-05-17,2007-05-12,15036.0,10,insufficient_overlap,False,False,True,10,10,1.0,low,implausible_window_length;insufficient_overlap
Yukon,2008,fixed_may_july_reference,2008-05-01,2008-07-31,2008-05-24,21946.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2008,discharge_centered_freshet,2008-03-01,2008-07-10,2008-05-24,21946.0,132,ok,False,False,True,132,132,1.0,low,implausible_window_length
Yukon,2008,q75_peak_contiguous,2008-05-19,2008-06-24,2008-05-24,21946.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2008,snow_depletion_assisted,2008-04-22,2008-07-10,2008-05-24,21946.0,80,partial_snow_rule_fallback,True,True,True,80,80,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2008,common_overlap_w1_w2,2008-05-19,2008-06-24,2008-05-24,21946.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2009,fixed_may_july_reference,2009-05-01,2009-07-31,2009-05-24,29733.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2009,discharge_centered_freshet,2009-03-01,2009-08-10,2009-05-24,29733.0,163,ok,False,False,True,163,163,1.0,low,implausible_window_length
Yukon,2009,q75_peak_contiguous,2009-05-22,2009-07-06,2009-05-24,29733.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2009,snow_depletion_assisted,2009-04-26,2009-08-10,2009-05-24,29733.0,107,partial_snow_rule_fallback,True,True,True,107,107,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2009,common_overlap_w1_w2,2009-05-22,2009-07-06,2009-05-24,29733.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2010,fixed_may_july_reference,2010-05-01,2010-07-31,2010-05-22,19114.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2010,discharge_centered_freshet,2010-03-01,2010-06-21,2010-05-22,19114.0,113,ok,False,False,True,113,113,1.0,high,ok
Yukon,2010,q75_peak_contiguous,2010-05-21,2010-05-29,2010-05-22,19114.0,9,ok,False,False,True,9,9,1.0,low,implausible_window_length
Yukon,2010,snow_depletion_assisted,2010-05-09,2010-06-21,2010-05-22,19114.0,44,partial_snow_rule_fallback,True,True,True,44,44,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2010,common_overlap_w1_w2,2010-05-21,2010-05-29,2010-05-22,19114.0,9,insufficient_overlap,False,False,True,9,9,1.0,low,implausible_window_length;insufficient_overlap
Yukon,2011,fixed_may_july_reference,2011-05-01,2011-07-31,2011-06-08,18548.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2011,discharge_centered_freshet,2011-03-01,2011-07-08,2011-06-08,18548.0,130,ok,False,False,True,130,130,1.0,low,implausible_window_length
Yukon,2011,q75_peak_contiguous,2011-05-20,2011-06-20,2011-06-08,18548.0,32,ok,False,False,True,32,32,1.0,high,ok
Yukon,2011,snow_depletion_assisted,2011-04-25,2011-07-08,2011-06-08,18548.0,75,partial_snow_rule_fallback,True,True,True,75,75,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2011,common_overlap_w1_w2,2011-05-20,2011-06-20,2011-06-08,18548.0,32,ok,False,False,True,32,32,1.0,high,ok
Yukon,2012,fixed_may_july_reference,2012-05-01,2012-07-31,2012-06-12,18548.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2012,discharge_centered_freshet,2012-03-01,2012-08-16,2012-06-12,18548.0,169,ok,False,False,True,169,169,1.0,low,implausible_window_length
Yukon,2012,q75_peak_contiguous,2012-05-20,2012-07-04,2012-06-12,18548.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2012,snow_depletion_assisted,2012-04-16,2012-08-16,2012-06-12,18548.0,123,partial_snow_rule_fallback,True,True,True,123,123,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2012,common_overlap_w1_w2,2012-05-20,2012-07-04,2012-06-12,18548.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2013,fixed_may_july_reference,2013-05-01,2013-07-31,2013-06-03,23220.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2013,discharge_centered_freshet,2013-03-01,2013-07-03,2013-06-03,23220.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Yukon,2013,q75_peak_contiguous,2013-06-01,2013-07-16,2013-06-03,23220.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2013,snow_depletion_assisted,2013-05-21,2013-07-03,2013-06-03,23220.0,44,partial_snow_rule_fallback,True,True,True,44,44,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2013,common_overlap_w1_w2,2013-06-01,2013-07-03,2013-06-03,23220.0,33,ok,False,False,True,33,33,1.0,high,ok
Yukon,2014,fixed_may_july_reference,2014-05-01,2014-07-31,2014-07-12,15659.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2014,discharge_centered_freshet,2014-03-01,2014-08-20,2014-07-12,15659.0,173,ok,False,False,True,173,173,1.0,low,implausible_window_length
Yukon,2014,q75_peak_contiguous,2014-07-03,2014-08-08,2014-07-12,15659.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2014,snow_depletion_assisted,2014-04-15,2014-08-20,2014-07-12,15659.0,128,partial_snow_rule_fallback,True,True,True,128,128,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2014,common_overlap_w1_w2,2014-07-03,2014-08-08,2014-07-12,15659.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2015,fixed_may_july_reference,2015-05-01,2015-07-31,2015-06-03,17528.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2015,discharge_centered_freshet,2015-03-01,2015-07-03,2015-06-03,17528.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Yukon,2015,q75_peak_contiguous,2015-05-14,2015-06-25,2015-06-03,17528.0,43,ok,False,False,True,43,43,1.0,high,ok
Yukon,2015,snow_depletion_assisted,2015-04-26,2015-07-03,2015-06-03,17528.0,69,partial_snow_rule_fallback,True,True,True,69,69,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2015,common_overlap_w1_w2,2015-05-14,2015-06-25,2015-06-03,17528.0,43,ok,False,False,True,43,43,1.0,high,ok
Yukon,2016,fixed_may_july_reference,2016-05-01,2016-07-31,2016-05-27,16537.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
